insight_id,call_id,summary,tone,pending_items,sales_opportunities,issues
817,817,A conversation about Account setup: Assistance with opening a new TFSA..,satisfied,"[""request additional documentation for mortgage approval"", ""verify identity for credit card dispute""]","[""recommend refinancing options"", ""offer a lower interest rate""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
818,818,A conversation about Fraud concerns: Suspected fraudulent activity or account security..,dissatisfied,"[""request additional documentation for mortgage approval"", ""verify identity for credit card dispute""]","[""recommend refinancing options"", ""offer a lower interest rate""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
819,819,A conversation about Account setup: Assistance with opening a new TFSA..,neutral,"[""send email confirmation with login details"", ""send instructions to complete MD Direct Invest registration""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""resolved credit card dispute"", ""issued a replacement card""]"
820,820,A conversation about Tax concerns: Clarifications about over-contribution penalties or reporting requirements..,dissatisfied,"[""send email confirmation with login details"", ""send instructions to complete MD Direct Invest registration""]","[""suggest a rewards credit card"", ""promote a cash-back program""]","[""resolved credit card dispute"", ""issued a replacement card""]"
821,821,"A conversation about Investment options: Guidance on selecting investments (e.g., GICs, mutual funds, or stocks)..",neutral,"[""send email confirmation with login details"", ""send instructions to complete MD Direct Invest registration""]","[""recommend refinancing options"", ""offer a lower interest rate""]","[""resolved credit card dispute"", ""issued a replacement card""]"
822,822,A conversation about Tax concerns: Clarifications about over-contribution penalties or reporting requirements..,satisfied,"[""request additional documentation for mortgage approval"", ""verify identity for credit card dispute""]","[""suggest a rewards credit card"", ""promote a cash-back program""]","[""resolved credit card dispute"", ""issued a replacement card""]"
823,823,"A conversation about Payments: Questions about payment amounts, schedules, or missed payments..",dissatisfied,"[""request additional documentation for mortgage approval"", ""verify identity for credit card dispute""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""resolved credit card dispute"", ""issued a replacement card""]"
824,824,A conversation about Account setup: Assistance with opening a new TFSA..,neutral,"[""send email confirmation with login details"", ""send instructions to complete MD Direct Invest registration""]","[""recommend refinancing options"", ""offer a lower interest rate""]","[""processed early mortgage payment"", ""updated account details""]"
825,825,"A conversation about Rewards and benefits: Redeeming points, understanding reward programs, or travel-related..",dissatisfied,"[""send email confirmation with login details"", ""send instructions to complete MD Direct Invest registration""]","[""suggest a rewards credit card"", ""promote a cash-back program""]","[""processed early mortgage payment"", ""updated account details""]"
826,826,"A conversation about Card issues: Lost, stolen, or damaged cards, or problems with activation..",dissatisfied,"[""send account transfer form"", ""schedule a call with a financial advisor""]","[""suggest a rewards credit card"", ""promote a cash-back program""]","[""resolved credit card dispute"", ""issued a replacement card""]"
827,827,A conversation about Porting a mortgage: Questions about transferring an existing mortgage to a new property..,neutral,"[""send account transfer form"", ""schedule a call with a financial advisor""]","[""recommend refinancing options"", ""offer a lower interest rate""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
828,828,"A conversation about Payments: Questions about payment amounts, schedules, or missed payments..",dissatisfied,"[""request additional documentation for mortgage approval"", ""verify identity for credit card dispute""]","[""suggest a rewards credit card"", ""promote a cash-back program""]","[""processed early mortgage payment"", ""updated account details""]"
829,829,A conversation about Account setup: Assistance with opening a new TFSA..,neutral,"[""send account transfer form"", ""schedule a call with a financial advisor""]","[""recommend refinancing options"", ""offer a lower interest rate""]","[""processed early mortgage payment"", ""updated account details""]"
830,830,"A conversation about Rewards and benefits: Redeeming points, understanding reward programs, or travel-related..",satisfied,"[""send account transfer form"", ""schedule a call with a financial advisor""]","[""recommend refinancing options"", ""offer a lower interest rate""]","[""processed early mortgage payment"", ""updated account details""]"
831,831,A conversation about Application and pre-approval: Information about applying for a new mortgage or getting pre-approved..,neutral,"[""send email confirmation with login details"", ""send instructions to complete MD Direct Invest registration""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""resolved credit card dispute"", ""issued a replacement card""]"
832,832,A conversation about Account setup: Assistance with opening a new TFSA..,neutral,"[""send account transfer form"", ""schedule a call with a financial advisor""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
833,833,"A conversation about Contributions: Questions about contribution limits, deposits, or transferring funds into a TFSA..",satisfied,"[""send account transfer form"", ""schedule a call with a financial advisor""]","[""suggest a rewards credit card"", ""promote a cash-back program""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
834,834,"A conversation about Payment and balance inquiries: Questions about due dates, minimum payments, or available credit..",dissatisfied,"[""send email confirmation with login details"", ""send instructions to complete MD Direct Invest registration""]","[""suggest a rewards credit card"", ""promote a cash-back program""]","[""resolved credit card dispute"", ""issued a replacement card""]"
835,835,A conversation about Account setup: Assistance with opening a new TFSA..,neutral,"[""request additional documentation for mortgage approval"", ""verify identity for credit card dispute""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""resolved credit card dispute"", ""issued a replacement card""]"
836,836,A conversation about Rates and refinancing: Inquiries about current interest rates or refinancing options..,satisfied,"[""send account transfer form"", ""schedule a call with a financial advisor""]","[""recommend refinancing options"", ""offer a lower interest rate""]","[""resolved credit card dispute"", ""issued a replacement card""]"
837,837,"A conversation about Disputing a charge: Unauthorized transactions, duplicate charges, or incorrect amounts..",dissatisfied,"[""send account transfer form"", ""schedule a call with a financial advisor""]","[""suggest a rewards credit card"", ""promote a cash-back program""]","[""processed early mortgage payment"", ""updated account details""]"
838,838,"A conversation about Rewards and benefits: Redeeming points, understanding reward programs, or travel-related..",neutral,"[""request additional documentation for mortgage approval"", ""verify identity for credit card dispute""]","[""suggest a rewards credit card"", ""promote a cash-back program""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
839,839,A conversation about Early repayment: Clarification about prepayment penalties or how to pay off a mortgage early..,dissatisfied,"[""send account transfer form"", ""schedule a call with a financial advisor""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""processed early mortgage payment"", ""updated account details""]"
840,840,A conversation about Withdrawals: How to withdraw funds and understanding withdrawal implications..,satisfied,"[""send email confirmation with login details"", ""send instructions to complete MD Direct Invest registration""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""processed early mortgage payment"", ""updated account details""]"
841,841,A conversation about Fraud concerns: Suspected fraudulent activity or account security..,satisfied,"[""send email confirmation with login details"", ""send instructions to complete MD Direct Invest registration""]","[""suggest a rewards credit card"", ""promote a cash-back program""]","[""processed early mortgage payment"", ""updated account details""]"
842,842,"A conversation about Contributions: Questions about contribution limits, deposits, or transferring funds into a TFSA..",dissatisfied,"[""request additional documentation for mortgage approval"", ""verify identity for credit card dispute""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""resolved credit card dispute"", ""issued a replacement card""]"
843,843,A conversation about Early repayment: Clarification about prepayment penalties or how to pay off a mortgage early..,dissatisfied,"[""send email confirmation with login details"", ""send instructions to complete MD Direct Invest registration""]","[""suggest a rewards credit card"", ""promote a cash-back program""]","[""processed early mortgage payment"", ""updated account details""]"
844,844,"A conversation about Contributions: Questions about contribution limits, deposits, or transferring funds into a TFSA..",neutral,"[""send account transfer form"", ""schedule a call with a financial advisor""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""processed early mortgage payment"", ""updated account details""]"
845,845,"A conversation about Contributions: Questions about contribution limits, deposits, or transferring funds into a TFSA..",neutral,"[""send account transfer form"", ""schedule a call with a financial advisor""]","[""recommend refinancing options"", ""offer a lower interest rate""]","[""processed early mortgage payment"", ""updated account details""]"
846,846,A conversation about Account setup: Assistance with opening a new TFSA..,dissatisfied,"[""send email confirmation with login details"", ""send instructions to complete MD Direct Invest registration""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""processed early mortgage payment"", ""updated account details""]"
847,847,A conversation about Early repayment: Clarification about prepayment penalties or how to pay off a mortgage early..,neutral,"[""send account transfer form"", ""schedule a call with a financial advisor""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""processed early mortgage payment"", ""updated account details""]"
848,848,A conversation about Application and pre-approval: Information about applying for a new mortgage or getting pre-approved..,satisfied,"[""request additional documentation for mortgage approval"", ""verify identity for credit card dispute""]","[""recommend refinancing options"", ""offer a lower interest rate""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
849,849,A conversation about Fraud concerns: Suspected fraudulent activity or account security..,neutral,"[""send account transfer form"", ""schedule a call with a financial advisor""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""processed early mortgage payment"", ""updated account details""]"
850,850,A conversation about Application and pre-approval: Information about applying for a new mortgage or getting pre-approved..,neutral,"[""send email confirmation with login details"", ""send instructions to complete MD Direct Invest registration""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""resolved credit card dispute"", ""issued a replacement card""]"
851,851,A conversation about Account setup: Assistance with opening a new TFSA..,dissatisfied,"[""send account transfer form"", ""schedule a call with a financial advisor""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
852,852,A conversation about Rates and refinancing: Inquiries about current interest rates or refinancing options..,satisfied,"[""send account transfer form"", ""schedule a call with a financial advisor""]","[""recommend refinancing options"", ""offer a lower interest rate""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
853,853,"A conversation about Contributions: Questions about contribution limits, deposits, or transferring funds into a TFSA..",neutral,"[""request additional documentation for mortgage approval"", ""verify identity for credit card dispute""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
854,854,"A conversation about Rewards and benefits: Redeeming points, understanding reward programs, or travel-related..",dissatisfied,"[""send email confirmation with login details"", ""send instructions to complete MD Direct Invest registration""]","[""recommend refinancing options"", ""offer a lower interest rate""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
855,855,"A conversation about Account changes: Updating information, such as property insurance or mailing address..",satisfied,"[""send account transfer form"", ""schedule a call with a financial advisor""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""resolved credit card dispute"", ""issued a replacement card""]"
856,856,A conversation about Application and pre-approval: Information about applying for a new mortgage or getting pre-approved..,satisfied,"[""send email confirmation with login details"", ""send instructions to complete MD Direct Invest registration""]","[""suggest a rewards credit card"", ""promote a cash-back program""]","[""resolved credit card dispute"", ""issued a replacement card""]"
857,857,"A conversation about Disputing a charge: Unauthorized transactions, duplicate charges, or incorrect amounts..",dissatisfied,"[""request additional documentation for mortgage approval"", ""verify identity for credit card dispute""]","[""suggest a rewards credit card"", ""promote a cash-back program""]","[""resolved credit card dispute"", ""issued a replacement card""]"
858,858,A conversation about Early repayment: Clarification about prepayment penalties or how to pay off a mortgage early..,dissatisfied,"[""request additional documentation for mortgage approval"", ""verify identity for credit card dispute""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""resolved credit card dispute"", ""issued a replacement card""]"
859,859,"A conversation about Payment and balance inquiries: Questions about due dates, minimum payments, or available credit..",neutral,"[""send email confirmation with login details"", ""send instructions to complete MD Direct Invest registration""]","[""suggest a rewards credit card"", ""promote a cash-back program""]","[""processed early mortgage payment"", ""updated account details""]"
860,860,"A conversation about Disputing a charge: Unauthorized transactions, duplicate charges, or incorrect amounts..",dissatisfied,"[""request additional documentation for mortgage approval"", ""verify identity for credit card dispute""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""resolved credit card dispute"", ""issued a replacement card""]"
861,861,"A conversation about Payments: Questions about payment amounts, schedules, or missed payments..",satisfied,"[""send email confirmation with login details"", ""send instructions to complete MD Direct Invest registration""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""resolved credit card dispute"", ""issued a replacement card""]"
862,862,"A conversation about Account changes: Updating information, such as property insurance or mailing address..",neutral,"[""request additional documentation for mortgage approval"", ""verify identity for credit card dispute""]","[""suggest a rewards credit card"", ""promote a cash-back program""]","[""resolved credit card dispute"", ""issued a replacement card""]"
863,863,"A conversation about Account changes: Updating information, such as property insurance or mailing address..",satisfied,"[""request additional documentation for mortgage approval"", ""verify identity for credit card dispute""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
864,864,A conversation about Tax concerns: Clarifications about over-contribution penalties or reporting requirements..,dissatisfied,"[""request additional documentation for mortgage approval"", ""verify identity for credit card dispute""]","[""suggest a rewards credit card"", ""promote a cash-back program""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
865,865,A conversation about Withdrawals: How to withdraw funds and understanding withdrawal implications..,dissatisfied,"[""send email confirmation with login details"", ""send instructions to complete MD Direct Invest registration""]","[""suggest a rewards credit card"", ""promote a cash-back program""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
866,866,"A conversation about Account changes: Updating information, such as property insurance or mailing address..",neutral,"[""send account transfer form"", ""schedule a call with a financial advisor""]","[""suggest a rewards credit card"", ""promote a cash-back program""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
867,867,"A conversation about Rewards and benefits: Redeeming points, understanding reward programs, or travel-related..",neutral,"[""request additional documentation for mortgage approval"", ""verify identity for credit card dispute""]","[""recommend refinancing options"", ""offer a lower interest rate""]","[""processed early mortgage payment"", ""updated account details""]"
868,868,A conversation about Rates and refinancing: Inquiries about current interest rates or refinancing options..,neutral,"[""send email confirmation with login details"", ""send instructions to complete MD Direct Invest registration""]","[""suggest a rewards credit card"", ""promote a cash-back program""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
869,869,A conversation about Account setup: Assistance with opening a new TFSA..,satisfied,"[""send account transfer form"", ""schedule a call with a financial advisor""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""resolved credit card dispute"", ""issued a replacement card""]"
870,870,A conversation about Rates and refinancing: Inquiries about current interest rates or refinancing options..,neutral,"[""send account transfer form"", ""schedule a call with a financial advisor""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""processed early mortgage payment"", ""updated account details""]"
871,871,A conversation about Rates and refinancing: Inquiries about current interest rates or refinancing options..,dissatisfied,"[""send account transfer form"", ""schedule a call with a financial advisor""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""resolved credit card dispute"", ""issued a replacement card""]"
872,872,"A conversation about Rewards and benefits: Redeeming points, understanding reward programs, or travel-related..",dissatisfied,"[""request additional documentation for mortgage approval"", ""verify identity for credit card dispute""]","[""suggest a rewards credit card"", ""promote a cash-back program""]","[""processed early mortgage payment"", ""updated account details""]"
873,873,A conversation about Tax concerns: Clarifications about over-contribution penalties or reporting requirements..,satisfied,"[""send email confirmation with login details"", ""send instructions to complete MD Direct Invest registration""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
874,874,"A conversation about Rewards and benefits: Redeeming points, understanding reward programs, or travel-related..",dissatisfied,"[""request additional documentation for mortgage approval"", ""verify identity for credit card dispute""]","[""recommend refinancing options"", ""offer a lower interest rate""]","[""resolved credit card dispute"", ""issued a replacement card""]"
875,875,A conversation about Account setup: Assistance with opening a new TFSA..,neutral,"[""send account transfer form"", ""schedule a call with a financial advisor""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""resolved credit card dispute"", ""issued a replacement card""]"
876,876,A conversation about Early repayment: Clarification about prepayment penalties or how to pay off a mortgage early..,dissatisfied,"[""send email confirmation with login details"", ""send instructions to complete MD Direct Invest registration""]","[""recommend refinancing options"", ""offer a lower interest rate""]","[""processed early mortgage payment"", ""updated account details""]"
877,877,A conversation about Porting a mortgage: Questions about transferring an existing mortgage to a new property..,satisfied,"[""send email confirmation with login details"", ""send instructions to complete MD Direct Invest registration""]","[""suggest a rewards credit card"", ""promote a cash-back program""]","[""processed early mortgage payment"", ""updated account details""]"
878,878,"A conversation about Contributions: Questions about contribution limits, deposits, or transferring funds into a TFSA..",dissatisfied,"[""request additional documentation for mortgage approval"", ""verify identity for credit card dispute""]","[""suggest a rewards credit card"", ""promote a cash-back program""]","[""processed early mortgage payment"", ""updated account details""]"
879,879,A conversation about Rates and refinancing: Inquiries about current interest rates or refinancing options..,neutral,"[""send email confirmation with login details"", ""send instructions to complete MD Direct Invest registration""]","[""recommend refinancing options"", ""offer a lower interest rate""]","[""resolved credit card dispute"", ""issued a replacement card""]"
880,880,A conversation about Account setup: Assistance with opening a new TFSA..,satisfied,"[""request additional documentation for mortgage approval"", ""verify identity for credit card dispute""]","[""suggest a rewards credit card"", ""promote a cash-back program""]","[""processed early mortgage payment"", ""updated account details""]"
881,881,A conversation about Fraud concerns: Suspected fraudulent activity or account security..,neutral,"[""send email confirmation with login details"", ""send instructions to complete MD Direct Invest registration""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
882,882,A conversation about Application and pre-approval: Information about applying for a new mortgage or getting pre-approved..,neutral,"[""send account transfer form"", ""schedule a call with a financial advisor""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
883,883,A conversation about Tax concerns: Clarifications about over-contribution penalties or reporting requirements..,satisfied,"[""request additional documentation for mortgage approval"", ""verify identity for credit card dispute""]","[""recommend refinancing options"", ""offer a lower interest rate""]","[""resolved credit card dispute"", ""issued a replacement card""]"
884,884,"A conversation about Payment and balance inquiries: Questions about due dates, minimum payments, or available credit..",neutral,"[""request additional documentation for mortgage approval"", ""verify identity for credit card dispute""]","[""suggest a rewards credit card"", ""promote a cash-back program""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
885,885,A conversation about Early repayment: Clarification about prepayment penalties or how to pay off a mortgage early..,dissatisfied,"[""send account transfer form"", ""schedule a call with a financial advisor""]","[""suggest a rewards credit card"", ""promote a cash-back program""]","[""processed early mortgage payment"", ""updated account details""]"
886,886,"A conversation about Account changes: Updating information, such as property insurance or mailing address..",neutral,"[""request additional documentation for mortgage approval"", ""verify identity for credit card dispute""]","[""recommend refinancing options"", ""offer a lower interest rate""]","[""resolved credit card dispute"", ""issued a replacement card""]"
887,887,"A conversation about Payment and balance inquiries: Questions about due dates, minimum payments, or available credit..",neutral,"[""send email confirmation with login details"", ""send instructions to complete MD Direct Invest registration""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
888,888,"A conversation about Disputing a charge: Unauthorized transactions, duplicate charges, or incorrect amounts..",neutral,"[""send account transfer form"", ""schedule a call with a financial advisor""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""processed early mortgage payment"", ""updated account details""]"
889,889,"A conversation about Account changes: Updating information, such as property insurance or mailing address..",neutral,"[""send email confirmation with login details"", ""send instructions to complete MD Direct Invest registration""]","[""suggest a rewards credit card"", ""promote a cash-back program""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
890,890,A conversation about Account setup: Assistance with opening a new TFSA..,neutral,"[""send email confirmation with login details"", ""send instructions to complete MD Direct Invest registration""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
891,891,"A conversation about Account changes: Updating information, such as property insurance or mailing address..",dissatisfied,"[""request additional documentation for mortgage approval"", ""verify identity for credit card dispute""]","[""recommend refinancing options"", ""offer a lower interest rate""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
892,892,A conversation about Fraud concerns: Suspected fraudulent activity or account security..,satisfied,"[""send email confirmation with login details"", ""send instructions to complete MD Direct Invest registration""]","[""recommend refinancing options"", ""offer a lower interest rate""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
893,893,A conversation about Early repayment: Clarification about prepayment penalties or how to pay off a mortgage early..,dissatisfied,"[""send account transfer form"", ""schedule a call with a financial advisor""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
894,894,"A conversation about Contributions: Questions about contribution limits, deposits, or transferring funds into a TFSA..",satisfied,"[""request additional documentation for mortgage approval"", ""verify identity for credit card dispute""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
895,895,"A conversation about Rewards and benefits: Redeeming points, understanding reward programs, or travel-related..",neutral,"[""request additional documentation for mortgage approval"", ""verify identity for credit card dispute""]","[""suggest a rewards credit card"", ""promote a cash-back program""]","[""processed early mortgage payment"", ""updated account details""]"
896,896,A conversation about Account setup: Assistance with opening a new TFSA..,neutral,"[""send email confirmation with login details"", ""send instructions to complete MD Direct Invest registration""]","[""suggest a rewards credit card"", ""promote a cash-back program""]","[""processed early mortgage payment"", ""updated account details""]"
897,897,A conversation about Tax concerns: Clarifications about over-contribution penalties or reporting requirements..,neutral,"[""request additional documentation for mortgage approval"", ""verify identity for credit card dispute""]","[""recommend refinancing options"", ""offer a lower interest rate""]","[""processed early mortgage payment"", ""updated account details""]"
898,898,A conversation about Application and pre-approval: Information about applying for a new mortgage or getting pre-approved..,satisfied,"[""send account transfer form"", ""schedule a call with a financial advisor""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""resolved credit card dispute"", ""issued a replacement card""]"
899,899,A conversation about Porting a mortgage: Questions about transferring an existing mortgage to a new property..,satisfied,"[""request additional documentation for mortgage approval"", ""verify identity for credit card dispute""]","[""recommend refinancing options"", ""offer a lower interest rate""]","[""resolved credit card dispute"", ""issued a replacement card""]"
900,900,A conversation about Rates and refinancing: Inquiries about current interest rates or refinancing options..,dissatisfied,"[""send email confirmation with login details"", ""send instructions to complete MD Direct Invest registration""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""resolved credit card dispute"", ""issued a replacement card""]"
901,901,A conversation about Tax concerns: Clarifications about over-contribution penalties or reporting requirements..,dissatisfied,"[""send email confirmation with login details"", ""send instructions to complete MD Direct Invest registration""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""processed early mortgage payment"", ""updated account details""]"
902,902,"A conversation about Payment and balance inquiries: Questions about due dates, minimum payments, or available credit..",neutral,"[""request additional documentation for mortgage approval"", ""verify identity for credit card dispute""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""resolved credit card dispute"", ""issued a replacement card""]"
903,903,A conversation about Tax concerns: Clarifications about over-contribution penalties or reporting requirements..,neutral,"[""send account transfer form"", ""schedule a call with a financial advisor""]","[""recommend refinancing options"", ""offer a lower interest rate""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
904,904,"A conversation about Payment and balance inquiries: Questions about due dates, minimum payments, or available credit..",satisfied,"[""send email confirmation with login details"", ""send instructions to complete MD Direct Invest registration""]","[""recommend refinancing options"", ""offer a lower interest rate""]","[""processed early mortgage payment"", ""updated account details""]"
905,905,"A conversation about Disputing a charge: Unauthorized transactions, duplicate charges, or incorrect amounts..",dissatisfied,"[""send email confirmation with login details"", ""send instructions to complete MD Direct Invest registration""]","[""recommend refinancing options"", ""offer a lower interest rate""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
906,906,A conversation about Early repayment: Clarification about prepayment penalties or how to pay off a mortgage early..,neutral,"[""request additional documentation for mortgage approval"", ""verify identity for credit card dispute""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""resolved credit card dispute"", ""issued a replacement card""]"
907,907,"A conversation about Payments: Questions about payment amounts, schedules, or missed payments..",neutral,"[""send account transfer form"", ""schedule a call with a financial advisor""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
908,908,A conversation about Tax concerns: Clarifications about over-contribution penalties or reporting requirements..,neutral,"[""send account transfer form"", ""schedule a call with a financial advisor""]","[""suggest a rewards credit card"", ""promote a cash-back program""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
909,909,A conversation about Account setup: Assistance with opening a new TFSA..,neutral,"[""send email confirmation with login details"", ""send instructions to complete MD Direct Invest registration""]","[""recommend refinancing options"", ""offer a lower interest rate""]","[""processed early mortgage payment"", ""updated account details""]"
910,910,"A conversation about Investment options: Guidance on selecting investments (e.g., GICs, mutual funds, or stocks)..",satisfied,"[""send account transfer form"", ""schedule a call with a financial advisor""]","[""recommend refinancing options"", ""offer a lower interest rate""]","[""resolved credit card dispute"", ""issued a replacement card""]"
911,911,"A conversation about Payments: Questions about payment amounts, schedules, or missed payments..",neutral,"[""send email confirmation with login details"", ""send instructions to complete MD Direct Invest registration""]","[""suggest a rewards credit card"", ""promote a cash-back program""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
912,912,A conversation about Account setup: Assistance with opening a new TFSA..,satisfied,"[""send account transfer form"", ""schedule a call with a financial advisor""]","[""suggest a rewards credit card"", ""promote a cash-back program""]","[""processed early mortgage payment"", ""updated account details""]"
913,913,A conversation about Application and pre-approval: Information about applying for a new mortgage or getting pre-approved..,neutral,"[""send account transfer form"", ""schedule a call with a financial advisor""]","[""recommend refinancing options"", ""offer a lower interest rate""]","[""resolved credit card dispute"", ""issued a replacement card""]"
914,914,"A conversation about Rewards and benefits: Redeeming points, understanding reward programs, or travel-related..",dissatisfied,"[""send email confirmation with login details"", ""send instructions to complete MD Direct Invest registration""]","[""recommend refinancing options"", ""offer a lower interest rate""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
915,915,A conversation about Withdrawals: How to withdraw funds and understanding withdrawal implications..,dissatisfied,"[""send account transfer form"", ""schedule a call with a financial advisor""]","[""suggest a rewards credit card"", ""promote a cash-back program""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
916,916,A conversation about Rates and refinancing: Inquiries about current interest rates or refinancing options..,neutral,"[""send email confirmation with login details"", ""send instructions to complete MD Direct Invest registration""]","[""recommend refinancing options"", ""offer a lower interest rate""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
917,917,A conversation about Application and pre-approval: Information about applying for a new mortgage or getting pre-approved..,neutral,"[""send account transfer form"", ""schedule a call with a financial advisor""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""resolved credit card dispute"", ""issued a replacement card""]"
918,918,"A conversation about Card issues: Lost, stolen, or damaged cards, or problems with activation..",dissatisfied,"[""request additional documentation for mortgage approval"", ""verify identity for credit card dispute""]","[""suggest a rewards credit card"", ""promote a cash-back program""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
919,919,"A conversation about Investment options: Guidance on selecting investments (e.g., GICs, mutual funds, or stocks)..",dissatisfied,"[""send email confirmation with login details"", ""send instructions to complete MD Direct Invest registration""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""processed early mortgage payment"", ""updated account details""]"
920,920,"A conversation about Investment options: Guidance on selecting investments (e.g., GICs, mutual funds, or stocks)..",dissatisfied,"[""request additional documentation for mortgage approval"", ""verify identity for credit card dispute""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
921,921,"A conversation about Rewards and benefits: Redeeming points, understanding reward programs, or travel-related..",neutral,"[""send account transfer form"", ""schedule a call with a financial advisor""]","[""suggest a rewards credit card"", ""promote a cash-back program""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
922,922,A conversation about Porting a mortgage: Questions about transferring an existing mortgage to a new property..,neutral,"[""request additional documentation for mortgage approval"", ""verify identity for credit card dispute""]","[""suggest a rewards credit card"", ""promote a cash-back program""]","[""resolved credit card dispute"", ""issued a replacement card""]"
